units: volts, uamps, V/I (relative delay)
2.0220, 287.62000000, 0.00703010917182
2.0230, 287.79700000, 0.00702926020772
2.0240, 287.97400000, 0.00702841228722
2.0250, 288.15100000, 0.00702756540841
2.0260, 288.32900000, 0.00702669519889
2.0270, 288.50600000, 0.00702585041559
2.0280, 288.68300000, 0.00702500666821
2.0290, 288.86000000, 0.00702416395486
2.0300, 289.03700000, 0.00702332227362
2.0310, 289.21400000, 0.0070224816226
2.0320, 289.39100000, 0.00702164199992
2.0330, 289.56800000, 0.00702080340369
2.0340, 289.74500000, 0.00701996583202
2.0350, 289.92100000, 0.00701915349354
2.0360, 290.09800000, 0.00701831794773
2.0370, 290.27500000, 0.00701748342089
2.0380, 290.45100000, 0.00701667406895
2.0390, 290.62800000, 0.0070158415569
2.0400, 290.80400000, 0.0070150341811
2.0410, 290.98100000, 0.00701420367653
2.0420, 291.15700000, 0.00701339826966
2.0430, 291.33400000, 0.00701256976529
2.0440, 291.51000000, 0.00701176632019
2.0450, 291.68600000, 0.00701096384468
2.0460, 291.86300000, 0.00701013831832
2.0470, 292.03900000, 0.00700933779392
2.0480, 292.21500000, 0.00700853823383
2.0490, 292.39100000, 0.00700773963631
2.0500, 292.56700000, 0.00700694199961
2.0510, 292.74300000, 0.00700614532201
2.0520, 292.91900000, 0.00700534960177
2.0530, 293.09500000, 0.00700455483717
2.0540, 293.27000000, 0.00700378490811
2.0550, 293.44600000, 0.00700299203261
2.0560, 293.62200000, 0.00700220010762
2.0570, 293.79800000, 0.00700140913144
2.0580, 293.97300000, 0.00700064291619
2.0590, 294.14900000, 0.00699985381558
2.0600, 294.32400000, 0.00699908943885
2.0610, 294.50000000, 0.00699830220713
2.0620, 294.67500000, 0.00699753966234
2.0630, 294.85100000, 0.00699675429285
2.0640, 295.02600000, 0.00699599357345
2.0650, 295.20100000, 0.00699523375598
2.0660, 295.37600000, 0.00699447483885
2.0670, 295.55200000, 0.00699369315721
2.0680, 295.72700000, 0.00699293605251
2.0690, 295.90200000, 0.00699217984333
2.0700, 296.07700000, 0.00699142452808
2.0710, 296.25200000, 0.00699067010518
2.0720, 296.42700000, 0.00698991657305
2.0730, 296.60100000, 0.00698918749431
2.0740, 296.77600000, 0.00698843572257
2.0750, 296.95100000, 0.00698768483689
2.0760, 297.12600000, 0.00698693483573
2.0770, 297.30000000, 0.00698620921628
2.0780, 297.47500000, 0.00698546096311
2.0790, 297.65000000, 0.00698471358979
2.0800, 297.82400000, 0.00698399054475
2.0810, 297.99900000, 0.00698324491022
2.0820, 298.17300000, 0.00698252356853
2.0830, 298.34700000, 0.00698180306824
2.0840, 298.52200000, 0.00698106002238
2.0850, 298.69600000, 0.00698034121649
2.0860, 298.87000000, 0.00697962324757
2.0870, 299.04400000, 0.00697890611415
2.0880, 299.21800000, 0.00697818981478
2.0890, 299.39200000, 0.00697747434801
2.0900, 299.56600000, 0.00697675971238
2.0910, 299.74000000, 0.00697604590645
2.0920, 299.91400000, 0.00697533292877
2.0930, 300.08800000, 0.00697462077791
2.0940, 300.26200000, 0.00697390945241
2.0950, 300.43600000, 0.00697319895086
2.0960, 300.60900000, 0.00697251246636
2.0970, 300.78300000, 0.00697180359262
2.0980, 300.95700000, 0.00697109553857
2.0990, 301.13000000, 0.0069704114502
2.1000, 301.30400000, 0.00696970501553
2.1010, 301.47700000, 0.0069690225125
2.1020, 301.65100000, 0.00696831769164
2.1030, 301.82400000, 0.00696763676845
2.1040, 301.99700000, 0.0069669566254
2.1050, 302.17100000, 0.00696625420705
2.1060, 302.34400000, 0.0069655756357
2.1070, 302.51700000, 0.00696489784045
2.1080, 302.69000000, 0.00696422081998
2.1090, 302.86300000, 0.00696354457296
2.1100, 303.03600000, 0.00696286909806
2.1110, 303.20900000, 0.00696219439397
2.1120, 303.38200000, 0.00696152045935
2.1130, 303.55500000, 0.00696084729291
2.1140, 303.72700000, 0.00696019780922
2.1150, 303.90000000, 0.00695952615992
2.1160, 304.07300000, 0.00695885527488
2.1170, 304.24600000, 0.0069581851528
2.1180, 304.41800000, 0.00695753864752
2.1190, 304.59100000, 0.00695687003227
2.1200, 304.76300000, 0.00695622500107
2.1210, 304.93600000, 0.00695555788756
2.1220, 305.10800000, 0.00695491432542
2.1230, 305.28000000, 0.00695427148847
2.1240, 305.45300000, 0.00695360661051
2.1250, 305.62500000, 0.00695296523517
2.1260, 305.79700000, 0.00695232458134
2.1270, 305.96900000, 0.00695168464779
2.1280, 306.14100000, 0.00695104543331
2.1290, 306.31300000, 0.0069504069367
2.1300, 306.48500000, 0.00694976915673
2.1310, 306.65700000, 0.00694913209221
2.1320, 306.82900000, 0.00694849574193
2.1330, 307.00100000, 0.00694786010469
2.1340, 307.17300000, 0.0069472251793
2.1350, 307.34400000, 0.00694661356656
2.1360, 307.51600000, 0.00694598004657
2.1370, 307.68800000, 0.00694534723486
2.1380, 307.85900000, 0.00694473768836
2.1390, 308.03100000, 0.00694410627502
2.1400, 308.20200000, 0.0069434980954
2.1410, 308.37400000, 0.00694286807578
2.1420, 308.54500000, 0.00694226125849
2.1430, 308.71600000, 0.00694165511344
2.1440, 308.88800000, 0.00694102716842
2.1450, 309.05900000, 0.0069404223789
2.1460, 309.23000000, 0.00693981825825
2.1470, 309.40100000, 0.00693921480538
2.1480, 309.57200000, 0.00693861201917
2.1490, 309.74300000, 0.00693800989853
2.1500, 309.91400000, 0.00693740844234
2.1510, 310.08500000, 0.00693680764952
2.1520, 310.25600000, 0.00693620751895
2.1530, 310.42700000, 0.00693560804956
2.1540, 310.59700000, 0.00693503156824
2.1550, 310.76800000, 0.0069344334037
2.1560, 310.93900000, 0.00693383589707
2.1570, 311.10900000, 0.00693326133284
2.1580, 311.28000000, 0.00693266512465
2.1590, 311.45000000, 0.00693209182854
2.1600, 311.62100000, 0.00693149691452
2.1610, 311.79100000, 0.00693092488237
2.1620, 311.96200000, 0.00693033125829
2.1630, 312.13200000, 0.00692976048595
2.1640, 312.30200000, 0.006929190335
2.1650, 312.47200000, 0.00692862080442
2.1660, 312.64200000, 0.00692805189322
2.1670, 312.81300000, 0.00692746145461
2.1680, 312.98300000, 0.00692689379295
2.1690, 313.15300000, 0.00692632674763
2.1700, 313.32300000, 0.00692576031763
2.1710, 313.49200000, 0.00692521659245
2.1720, 313.66200000, 0.00692465137632
2.1730, 313.83200000, 0.00692408677254
2.1740, 314.00200000, 0.00692352278011
2.1750, 314.17100000, 0.00692298143368
2.1760, 314.34100000, 0.00692241864727
2.1770, 314.51100000, 0.00692185646925
2.1780, 314.68000000, 0.00692131689335
2.1790, 314.85000000, 0.00692075591552
2.1800, 315.01900000, 0.00692021751069
2.1810, 315.18800000, 0.00691967968324
2.1820, 315.35800000, 0.00691912049163
2.1830, 315.52700000, 0.00691858382959
2.1840, 315.69600000, 0.00691804774213
2.1850, 315.86500000, 0.00691751222833
2.1860, 316.03500000, 0.00691695540051
2.1870, 316.20400000, 0.00691642104464
2.1880, 316.37300000, 0.00691588725966
2.1890, 316.54200000, 0.00691535404464
2.1900, 316.71000000, 0.00691484323198
2.1910, 316.87900000, 0.00691431114085
2.1920, 317.04800000, 0.00691377961697
2.1930, 317.21700000, 0.00691324865944
2.1940, 317.38600000, 0.00691271826735
2.1950, 317.55400000, 0.00691221020677
2.1960, 317.72300000, 0.00691168092961
2.1970, 317.89100000, 0.00691117395585
2.1980, 318.06000000, 0.0069106457901
2.1990, 318.22800000, 0.00691013989969
2.2000, 318.39700000, 0.00690961284183
2.2010, 318.56500000, 0.00690910803133
2.2020, 318.73300000, 0.00690860375298
2.2030, 318.90200000, 0.00690807834382
2.2040, 319.07000000, 0.00690757514025
2.2050, 319.23800000, 0.00690707246631
2.2060, 319.40600000, 0.00690657032116
2.2070, 319.57400000, 0.00690606870396
2.2080, 319.74200000, 0.00690556761389
2.2090, 319.91000000, 0.00690506705011
2.2100, 320.07800000, 0.00690456701179
2.2110, 320.24600000, 0.00690406749811
2.2120, 320.41400000, 0.00690356850824
2.2130, 320.58100000, 0.00690309157436
2.2140, 320.74900000, 0.00690259361682
2.2150, 320.91700000, 0.00690209618063
2.2160, 321.08400000, 0.00690162075968
2.2170, 321.25200000, 0.00690112435098
2.2180, 321.41900000, 0.00690064993046
2.2190, 321.58700000, 0.00690015454605
2.2200, 321.75400000, 0.00689968112285
2.2210, 321.92100000, 0.00689920819083
2.2220, 322.08900000, 0.00689871433051
2.2230, 322.25600000, 0.00689824239114
2.2240, 322.42300000, 0.00689777094066
2.2250, 322.59000000, 0.0068972999783
2.2260, 322.75700000, 0.00689682950331
2.2270, 322.92400000, 0.00689635951493
2.2280, 323.09100000, 0.00689589001241
2.2290, 323.25800000, 0.00689542099499
2.2300, 323.42500000, 0.00689495246193
2.2310, 323.59200000, 0.00689448441247
2.2320, 323.75800000, 0.0068940381396
2.2330, 323.92500000, 0.00689357104268
2.2340, 324.09200000, 0.00689310442714
2.2350, 324.25800000, 0.00689265954888
2.2360, 324.42500000, 0.00689219388148
2.2370, 324.59100000, 0.00689174992529
2.2380, 324.75800000, 0.00689128520314
2.2390, 324.92400000, 0.00689084216617
2.2400, 325.09100000, 0.00689037838636
2.2410, 325.25700000, 0.00688993626578
2.2420, 325.42300000, 0.00688949459626
2.2430, 325.58900000, 0.00688905337711
2.2440, 325.75500000, 0.00688861260763
2.2450, 325.92200000, 0.00688815115273
2.2460, 326.08800000, 0.00688771129266
2.2470, 326.25400000, 0.00688727188019
2.2480, 326.42000000, 0.00688683291465
2.2490, 326.58500000, 0.00688641548142
2.2500, 326.75100000, 0.00688597739563
2.2510, 326.91700000, 0.00688553975474
2.2520, 327.08300000, 0.00688510255807
2.2530, 327.24800000, 0.00688468684301
2.2540, 327.41400000, 0.00688425052075
2.2550, 327.58000000, 0.0068838146407
2.2560, 327.74500000, 0.00688340020443
2.2570, 327.91100000, 0.00688296519482
2.2580, 328.07600000, 0.0068825516039
2.2590, 328.24100000, 0.00688213842878
2.2600, 328.40700000, 0.00688170471397
2.2610, 328.57200000, 0.00688129238036
2.2620, 328.73700000, 0.00688088046067
2.2630, 328.90200000, 0.00688046895428
2.2640, 329.06700000, 0.00688005786056
2.2650, 329.23300000, 0.00687962628291
2.2660, 329.39800000, 0.00687921602438
2.2670, 329.56300000, 0.00687880617666
2.2680, 329.72700000, 0.00687841760001
2.2690, 329.89200000, 0.00687800856038
2.2700, 330.05700000, 0.00687759992971
2.2710, 330.22200000, 0.0068771917074
2.2720, 330.38700000, 0.00687678389283
2.2730, 330.55100000, 0.00687639728816
2.2740, 330.71600000, 0.00687599027564
2.2750, 330.88000000, 0.00687560444874
2.2760, 331.04500000, 0.00687519823589
2.2770, 331.20900000, 0.00687481318442
2.2780, 331.37400000, 0.00687440776887
2.2790, 331.53800000, 0.00687402349052
2.2800, 331.70200000, 0.00687363959216
2.2810, 331.86700000, 0.00687323536236
2.2820, 332.03100000, 0.00687285223368
2.2830, 332.19500000, 0.00687246948329
2.2840, 332.35900000, 0.00687208711062
2.2850, 332.52300000, 0.00687170511513
2.2860, 332.68700000, 0.00687132349626
2.2870, 332.85100000, 0.00687094225344
2.2880, 333.01500000, 0.00687056138612
2.2890, 333.17900000, 0.00687018089375
2.2900, 333.34200000, 0.00686982138464
2.2910, 333.50600000, 0.00686944162924
2.2920, 333.67000000, 0.00686906224713
2.2930, 333.83300000, 0.00686870381298
2.2940, 333.99700000, 0.0068683251646
2.2950, 334.16000000, 0.00686796744075
2.2960, 334.32400000, 0.00686758952393
2.2970, 334.48700000, 0.00686723250829
2.2980, 334.65100000, 0.00686685532092
2.2990, 334.81400000, 0.00686649901139
2.3000, 334.97700000, 0.00686614304863
2.3010, 335.14100000, 0.00686576694585
2.3020, 335.30400000, 0.00686541168611
2.3030, 335.46700000, 0.0068650567716
2.3040, 335.63000000, 0.00686470220183
2.3050, 335.79300000, 0.00686434797628
2.3060, 335.95600000, 0.00686399409446
2.3070, 336.11900000, 0.00686364055587
2.3080, 336.28200000, 0.00686328736001
2.3090, 336.44400000, 0.00686295490483
2.3100, 336.60700000, 0.00686260238201
2.3110, 336.77000000, 0.00686225020043
2.3120, 336.93200000, 0.00686191872544
2.3130, 337.09500000, 0.00686156721399
2.3140, 337.25800000, 0.00686121604232
2.3150, 337.42000000, 0.00686088554324
2.3160, 337.58300000, 0.00686053503879
2.3170, 337.74500000, 0.00686020518438
2.3180, 337.90700000, 0.00685987564626
2.3190, 338.07000000, 0.00685952613364
2.3200, 338.23200000, 0.0068591972374
2.3210, 338.39400000, 0.00685886865606
2.3220, 338.55600000, 0.00685854038918
2.3230, 338.71800000, 0.0068582124363
2.3240, 338.88000000, 0.00685788479698
2.3250, 339.04200000, 0.00685755747076
2.3260, 339.20400000, 0.00685723045719
2.3270, 339.36600000, 0.00685690375583
2.3280, 339.52800000, 0.00685657736623
2.3290, 339.69000000, 0.00685625128794
2.3300, 339.85100000, 0.00685594569385
2.3310, 340.01300000, 0.00685562022629
2.3320, 340.17500000, 0.00685529506871
2.3330, 340.33600000, 0.00685499036247
2.3340, 340.49800000, 0.00685466581302
2.3350, 340.65900000, 0.00685436169307
2.3360, 340.82100000, 0.00685403775002
2.3370, 340.98200000, 0.00685373421471
2.3380, 341.14300000, 0.0068534309659
2.3390, 341.30500000, 0.006853107924
2.3400, 341.46600000, 0.00685280525733
2.3410, 341.62700000, 0.00685250287594
2.3420, 341.78800000, 0.00685220077943
2.3430, 341.94900000, 0.00685189896739
2.3440, 342.11000000, 0.00685159743942
2.3450, 342.27100000, 0.00685129619512
2.3460, 342.43200000, 0.00685099523409
2.3470, 342.59300000, 0.00685069455593
2.3480, 342.75400000, 0.00685039416024
2.3490, 342.91400000, 0.00685011402276
2.3500, 343.07500000, 0.00684981418057
2.3510, 343.23600000, 0.00684951461968
2.3520, 343.39600000, 0.00684923528521
2.3530, 343.55700000, 0.00684893627549
2.3540, 343.71700000, 0.00684865747112
2.3550, 343.87800000, 0.00684835901104
2.3560, 344.03800000, 0.00684808073527
2.3570, 344.19900000, 0.00684778282331
2.3580, 344.35900000, 0.00684750507465
2.3590, 344.51900000, 0.00684722758396
2.3600, 344.67900000, 0.00684695035091
2.3610, 344.83900000, 0.00684667337511
2.3620, 345.00000000, 0.00684637681159
2.3630, 345.16000000, 0.00684610035925
2.3640, 345.32000000, 0.0068458241631
2.3650, 345.48000000, 0.00684554822276
2.3660, 345.63900000, 0.00684529234259
2.3670, 345.79900000, 0.00684501690288
2.3680, 345.95900000, 0.00684474171795
2.3690, 346.11900000, 0.00684446678743
2.3700, 346.27800000, 0.00684421187601
2.3710, 346.43800000, 0.00684393744335
2.3720, 346.59800000, 0.00684366326407
2.3730, 346.75700000, 0.00684340907321
2.3740, 346.91700000, 0.00684313538973
2.3750, 347.07600000, 0.00684288167433
2.3760, 347.23500000, 0.00684262819128
2.3770, 347.39500000, 0.00684235524403
2.3780, 347.55400000, 0.00684210223447
2.3790, 347.71300000, 0.0068418494563
2.3800, 347.87200000, 0.00684159690921
2.3810, 348.03200000, 0.00684132493564
2.3820, 348.19100000, 0.00684107285944
2.3830, 348.35000000, 0.00684082101335
2.3840, 348.50900000, 0.00684056939706
2.3850, 348.66700000, 0.00684033762874
2.3860, 348.82600000, 0.00684008646144
2.3870, 348.98500000, 0.00683983552302
2.3880, 349.14400000, 0.00683958481314
2.3890, 349.30300000, 0.00683933433151
2.3900, 349.46100000, 0.00683910364819
2.3910, 349.62000000, 0.00683885361249
2.3920, 349.77800000, 0.00683862335539
2.3930, 349.93700000, 0.00683837376442
2.3940, 350.09500000, 0.00683814393236
2.3950, 350.25400000, 0.00683789478493
2.3960, 350.41200000, 0.00683766537676
2.3970, 350.57100000, 0.00683741667166
2.3980, 350.72900000, 0.00683718768622
2.3990, 350.88700000, 0.006836958907
2.4000, 351.04500000, 0.00683673033372
