M,N,K,l1_tile_M,l1_tile_N,l1_tile_K,l1_loop_order,l0_M_tiling_factor,l0_N_tiling_factor,l0_K_tiling_factor,dataflow,cycle_count
32,256,1024,64,64,256,knm,1,2,2,os,762
32,256,1024,64,64,256,knm,2,1,2,os,762
32,256,1024,64,64,256,knm,2,2,1,os,698
32,256,1024,64,64,256,knm,1,1,4,os,890
32,256,1024,64,64,256,knm,1,4,1,os,698
32,256,1024,64,64,128,knm,4,1,1,os,758
32,256,1024,64,64,128,knm,1,2,2,os,506
32,256,1024,64,64,128,knm,2,1,2,os,506
32,256,1024,64,64,128,knm,2,2,1,os,442
32,256,1024,64,64,128,knm,1,1,4,os,634
32,256,1024,64,64,128,knm,1,4,1,os,442
32,256,1024,64,64,64,knm,4,1,1,os,502
32,256,1024,64,64,64,knm,1,2,2,os,378
32,256,1024,64,64,64,knm,2,1,2,os,378
32,256,1024,64,64,64,knm,2,2,1,os,314
32,256,1024,64,64,64,knm,1,1,4,os,506
32,256,1024,64,64,64,knm,1,4,1,os,314
32,256,1024,64,64,32,knm,4,1,1,os,607
32,256,1024,64,64,32,knm,1,2,2,os,487
32,256,1024,64,64,32,knm,2,1,2,os,487
32,256,1024,64,64,32,knm,2,2,1,os,359
32,256,1024,64,64,32,knm,1,1,4,os,743
32,256,1024,64,64,32,knm,1,4,1,os,359
32,256,1024,128,128,128,knm,4,1,1,os,1135
32,256,1024,128,128,128,knm,1,2,2,os,890
32,256,1024,128,128,128,knm,2,1,2,os,890
32,256,1024,128,128,128,knm,2,2,1,os,762
32,256,1024,128,128,128,knm,1,1,4,os,1146
32,256,1024,128,128,128,knm,1,4,1,os,762
32,256,1024,128,128,64,knm,4,1,1,os,882
32,256,1024,128,128,64,knm,1,2,2,os,634
32,256,1024,128,128,64,knm,2,1,2,os,634
32,256,1024,128,128,64,knm,2,2,1,os,506
32,256,1024,128,128,64,knm,1,1,4,os,890
32,256,1024,128,128,64,knm,1,4,1,os,506
32,256,1024,128,128,32,knm,4,1,1,os,626
32,256,1024,128,128,32,knm,1,2,2,os,506
32,256,1024,128,128,32,knm,2,1,2,os,506
32,256,1024,128,128,32,knm,2,2,1,os,378
32,256,1024,128,128,32,knm,1,1,4,os,762
32,256,1024,128,128,32,knm,1,4,1,os,378
32,512,8192,32,32,512,knm,4,1,1,os,3768
32,512,4096,32,32,512,knm,4,1,1,os,2762
32,512,8192,32,32,512,knm,1,2,2,os,2636
32,512,4096,32,32,512,knm,1,2,2,os,1900
32,512,8192,32,32,512,knm,2,1,2,os,2636
32,512,4096,32,32,512,knm,2,1,2,os,1900
32,512,8192,32,32,512,knm,2,2,1,os,2572
32,512,4096,32,32,512,knm,2,2,1,os,1836
32,512,8192,32,32,512,knm,1,1,4,os,2764
32,512,4096,32,32,512,knm,1,1,4,os,2028
32,512,8192,32,32,512,knm,1,4,1,os,3768
32,512,4096,32,32,512,knm,1,4,1,os,2762
32,512,8192,32,32,256,knm,4,1,1,os,3247
32,512,4096,32,32,256,knm,4,1,1,os,2101
32,512,8192,32,32,256,knm,1,2,2,os,2121
32,512,4096,32,32,256,knm,1,2,2,os,1388
32,512,8192,32,32,256,knm,2,1,2,os,2121
32,512,4096,32,32,256,knm,2,1,2,os,1388
32,512,8192,32,32,256,knm,2,2,1,os,2057
32,512,4096,32,32,256,knm,2,2,1,os,1324
32,512,8192,32,32,256,knm,1,1,4,os,2297
32,512,4096,32,32,256,knm,1,1,4,os,1531
32,512,8192,32,32,256,knm,1,4,1,os,3247
32,512,4096,32,32,256,knm,1,4,1,os,2101
32,512,8192,64,64,256,knm,4,1,1,os,3774
32,512,4096,64,64,256,knm,4,1,1,os,2766
32,512,8192,64,64,256,knm,1,2,2,os,2761
32,512,4096,64,64,256,knm,1,2,2,os,2028
32,512,8192,64,64,256,knm,2,1,2,os,2761
32,512,4096,64,64,256,knm,2,1,2,os,2028
32,512,8192,64,64,256,knm,2,2,1,os,2633
32,512,4096,64,64,256,knm,2,2,1,os,1900
32,512,8192,64,64,256,knm,1,1,4,os,3051
32,512,4096,64,64,256,knm,1,1,4,os,2284
32,512,8192,64,64,256,knm,1,4,1,os,2633
32,512,4096,64,64,256,knm,1,4,1,os,1900
32,512,4096,32,32,128,knm,4,1,1,os,1783
32,512,4096,32,32,128,knm,1,2,2,os,1153
32,512,4096,32,32,128,knm,2,1,2,os,1153
32,512,4096,32,32,128,knm,2,2,1,os,1067
32,512,4096,32,32,128,knm,1,1,4,os,1473
32,512,4096,32,32,128,knm,1,4,1,os,1783
32,512,4096,64,64,128,knm,4,1,1,os,2287
32,512,4096,64,64,128,knm,1,2,2,os,1531
32,512,4096,64,64,128,knm,2,1,2,os,1531
32,512,4096,64,64,128,knm,2,2,1,os,1387
32,512,4096,64,64,128,knm,1,1,4,os,1915
32,512,4096,64,64,128,knm,1,4,1,os,1387
32,512,4096,128,128,128,knm,4,1,1,os,2772
32,512,4096,128,128,128,knm,1,2,2,os,2282
32,512,4096,128,128,128,knm,2,1,2,os,2282
32,512,4096,128,128,128,knm,2,2,1,os,2026
32,512,4096,128,128,128,knm,1,1,4,os,2794
32,512,4096,128,128,128,knm,1,4,1,os,2026
32,512,2048,32,32,512,knm,4,1,1,os,1455
32,512,2048,32,32,512,knm,1,2,2,os,1024
32,512,2048,32,32,512,knm,2,1,2,os,1024
32,512,2048,32,32,512,knm,2,2,1,os,992
32,512,2048,32,32,512,knm,1,1,4,os,1088
32,512,2048,32,32,512,knm,1,4,1,os,1455
32,512,2048,32,32,256,knm,4,1,1,os,1528
32,512,2048,32,32,256,knm,1,2,2,os,1020
32,512,2048,32,32,256,knm,2,1,2,os,1020
32,512,2048,32,32,256,knm,2,2,1,os,956
32,512,2048,32,32,256,knm,1,1,4,os,1148
32,512,2048,32,32,256,knm,1,4,1,os,1528
32,512,2048,32,32,128,knm,4,1,1,os,1149
32,512,2048,32,32,128,knm,1,2,2,os,771
32,512,2048,32,32,128,knm,2,1,2,os,771
32,512,2048,32,32,128,knm,2,2,1,os,700
32,512,2048,32,32,128,knm,1,1,4,os,963
32,512,2048,32,32,128,knm,1,4,1,os,1149
32,512,2048,32,32,64,knm,4,1,1,os,1051
32,512,2048,32,32,64,knm,1,2,2,os,741
32,512,2048,32,32,64,knm,2,1,2,os,741
32,512,2048,32,32,64,knm,2,2,1,os,581
32,512,2048,32,32,64,knm,1,1,4,os,1061
32,512,2048,32,32,64,knm,1,4,1,os,1051
32,512,2048,64,64,256,knm,4,1,1,os,1457
32,512,2048,64,64,256,knm,1,2,2,os,1088
32,512,2048,64,64,256,knm,2,1,2,os,1088
32,512,2048,64,64,256,knm,2,2,1,os,1024
32,512,2048,64,64,256,knm,1,1,4,os,1216
32,512,2048,64,64,256,knm,1,4,1,os,1024
32,512,2048,64,64,128,knm,4,1,1,os,1652
32,512,2048,64,64,128,knm,1,2,2,os,1148
32,512,2048,64,64,128,knm,2,1,2,os,1148
32,512,2048,64,64,128,knm,2,2,1,os,1020
32,512,2048,64,64,128,knm,1,1,4,os,1404
32,512,2048,64,64,128,knm,1,4,1,os,1020
32,512,2048,64,64,64,knm,4,1,1,os,1335
32,512,2048,64,64,64,knm,1,2,2,os,963
32,512,2048,64,64,64,knm,2,1,2,os,963
32,512,2048,64,64,64,knm,2,2,1,os,771
32,512,2048,64,64,64,knm,1,1,4,os,1347
32,512,2048,64,64,64,knm,1,4,1,os,771
32,512,2048,128,128,128,knm,4,1,1,os,1461
32,512,2048,128,128,128,knm,1,2,2,os,1216
32,512,2048,128,128,128,knm,2,1,2,os,1216
32,512,2048,128,128,128,knm,2,2,1,os,1088
32,512,2048,128,128,128,knm,1,1,4,os,1472
32,512,2048,128,128,128,knm,1,4,1,os,1088
32,512,2048,128,128,64,knm,4,1,1,os,1899
32,512,2048,128,128,64,knm,1,2,2,os,1403
32,512,2048,128,128,64,knm,2,1,2,os,1403
32,512,2048,128,128,64,knm,2,2,1,os,1147
32,512,2048,128,128,64,knm,1,1,4,os,1915
32,512,2048,128,128,64,knm,1,4,1,os,1147
32,512,1024,32,32,512,knm,4,1,1,os,1237
32,512,1024,32,32,512,knm,1,2,2,os,806
32,512,1024,32,32,512,knm,2,1,2,os,806
32,512,1024,32,32,512,knm,2,2,1,os,774
32,512,1024,32,32,512,knm,1,1,4,os,870
32,512,1024,32,32,512,knm,1,4,1,os,1237
32,512,1024,32,32,256,knm,4,1,1,os,804
32,512,1024,32,32,256,knm,1,2,2,os,550
32,512,1024,32,32,256,knm,2,1,2,os,550
32,512,1024,32,32,256,knm,2,2,1,os,518
32,512,1024,32,32,256,knm,1,1,4,os,614
32,512,1024,32,32,256,knm,1,4,1,os,804
32,512,1024,32,32,128,knm,4,1,1,os,832
32,512,1024,32,32,128,knm,1,2,2,os,580
32,512,1024,32,32,128,knm,2,1,2,os,580
32,512,1024,32,32,128,knm,2,2,1,os,516
32,512,1024,32,32,128,knm,1,1,4,os,708
32,512,1024,32,32,128,knm,1,4,1,os,832
32,512,1024,32,32,64,knm,4,1,1,os,673
32,512,1024,32,32,64,knm,1,2,2,os,487
32,512,1024,32,32,64,knm,2,1,2,os,487
32,512,1024,32,32,64,knm,2,2,1,os,391
32,512,1024,32,32,64,knm,1,1,4,os,679
32,512,1024,32,32,64,knm,1,4,1,os,673
32,512,1024,32,32,32,knm,4,1,1,os,685
32,512,1024,32,32,32,knm,1,2,2,os,535
32,512,1024,32,32,32,knm,2,1,2,os,535
32,512,1024,32,32,32,knm,2,2,1,os,375
32,512,1024,32,32,32,knm,1,1,4,os,855
32,512,1024,32,32,32,knm,1,4,1,os,685
32,512,1024,64,64,256,knm,4,1,1,os,1239
32,512,1024,64,64,256,knm,1,2,2,os,870
32,512,1024,64,64,256,knm,2,1,2,os,870
32,512,1024,64,64,256,knm,2,2,1,os,806
32,512,1024,64,64,256,knm,1,1,4,os,998
32,512,1024,64,64,256,knm,1,4,1,os,806
32,512,1024,64,64,128,knm,4,1,1,os,866
32,512,1024,64,64,128,knm,1,2,2,os,614
32,512,1024,64,64,128,knm,2,1,2,os,614
32,512,1024,64,64,128,knm,2,2,1,os,550
32,512,1024,64,64,128,knm,1,1,4,os,742
32,512,1024,64,64,128,knm,1,4,1,os,550
32,512,1024,64,64,64,knm,4,1,1,os,956
32,512,1024,64,64,64,knm,1,2,2,os,708
32,512,1024,64,64,64,knm,2,1,2,os,708
32,512,1024,64,64,64,knm,2,2,1,os,580
32,512,1024,64,64,64,knm,1,1,4,os,964
32,512,1024,64,64,64,knm,1,4,1,os,580
32,512,1024,64,64,32,knm,4,1,1,os,859
32,512,1024,64,64,32,knm,1,2,2,os,679
32,512,1024,64,64,32,knm,2,1,2,os,679
32,512,1024,64,64,32,knm,2,2,1,os,487
32,512,1024,64,64,32,knm,1,1,4,os,1063
32,512,1024,64,64,32,knm,1,4,1,os,487
32,512,1024,128,128,128,knm,4,1,1,os,1243
32,512,1024,128,128,128,knm,1,2,2,os,998
32,512,1024,128,128,128,knm,2,1,2,os,998
32,512,1024,128,128,128,knm,2,2,1,os,870
32,512,1024,128,128,128,knm,1,1,4,os,1254
32,512,1024,128,128,128,knm,1,4,1,os,870
32,512,1024,128,128,64,knm,4,1,1,os,990
32,512,1024,128,128,64,knm,1,2,2,os,742
32,512,1024,128,128,64,knm,2,1,2,os,742
32,512,1024,128,128,64,knm,2,2,1,os,614
32,512,1024,128,128,64,knm,1,1,4,os,998
32,512,1024,128,128,64,knm,1,4,1,os,614
32,512,1024,128,128,32,knm,4,1,1,os,1203
32,512,1024,128,128,32,knm,1,2,2,os,963
32,512,1024,128,128,32,knm,2,1,2,os,963
32,512,1024,128,128,32,knm,2,2,1,os,707
32,512,1024,128,128,32,knm,1,1,4,os,1475
32,512,1024,128,128,32,knm,1,4,1,os,707
32,1024,8192,32,32,512,knm,4,1,1,os,5773
32,1024,4096,32,32,512,knm,4,1,1,os,3761
32,1024,8192,32,32,512,knm,1,2,2,os,4032
32,1024,4096,32,32,512,knm,1,2,2,os,2604
32,1024,8192,32,32,512,knm,2,1,2,os,4032
32,1024,4096,32,32,512,knm,2,1,2,os,2604
32,1024,8192,32,32,512,knm,2,2,1,os,3968
32,1024,4096,32,32,512,knm,2,2,1,os,2540
32,1024,8192,32,32,512,knm,1,1,4,os,4160
32,1024,4096,32,32,512,knm,1,1,4,os,2732
32,1024,8192,32,32,512,knm,1,4,1,os,5773
32,1024,4096,32,32,512,knm,1,4,1,os,3761
32,1024,8192,32,32,256,knm,4,1,1,os,6115
32,1024,4096,32,32,256,knm,4,1,1,os,3250
32,1024,8192,32,32,256,knm,1,2,2,os,3880
32,1024,4096,32,32,256,knm,1,2,2,os,2094
32,1024,8192,32,32,256,knm,2,1,2,os,3880
32,1024,4096,32,32,256,knm,2,1,2,os,2094
32,1024,8192,32,32,256,knm,2,2,1,os,3816
32,1024,4096,32,32,256,knm,2,2,1,os,2030
32,1024,8192,32,32,256,knm,1,1,4,os,4215
32,1024,4096,32,32,256,knm,1,1,4,os,2300
32,1024,8192,32,32,256,knm,1,4,1,os,6115
32,1024,4096,32,32,256,knm,1,4,1,os,3250
32,1024,8192,64,64,256,knm,4,1,1,os,5780
32,1024,4096,64,64,256,knm,4,1,1,os,3764
32,1024,8192,64,64,256,knm,1,2,2,os,4157
32,1024,4096,64,64,256,knm,1,2,2,os,2732
32,1024,8192,64,64,256,knm,2,1,2,os,4157
32,1024,4096,64,64,256,knm,2,1,2,os,2732
32,1024,8192,64,64,256,knm,2,2,1,os,4029
32,1024,4096,64,64,256,knm,2,2,1,os,2604
32,1024,8192,64,64,256,knm,1,1,4,os,4575
32,1024,4096,64,64,256,knm,1,1,4,os,3041
32,1024,8192,64,64,256,knm,1,4,1,os,4029
32,1024,4096,64,64,256,knm,1,4,1,os,2604
32,1024,4096,32,32,128,knm,4,1,1,os,3375
32,1024,4096,32,32,128,knm,1,2,2,os,2115
32,1024,4096,32,32,128,knm,2,1,2,os,2115
32,1024,4096,32,32,128,knm,2,2,1,os,1953
32,1024,4096,32,32,128,knm,1,1,4,os,2755
32,1024,4096,32,32,128,knm,1,4,1,os,3375
32,1024,4096,64,64,128,knm,4,1,1,os,3558
32,1024,4096,64,64,128,knm,1,2,2,os,2298
32,1024,4096,64,64,128,knm,2,1,2,os,2298
32,1024,4096,64,64,128,knm,2,2,1,os,2091
32,1024,4096,64,64,128,knm,1,1,4,os,2938
32,1024,4096,64,64,128,knm,1,4,1,os,2091
32,1024,4096,128,128,128,knm,4,1,1,os,3776
32,1024,4096,128,128,128,knm,1,2,2,os,3041
32,1024,4096,128,128,128,knm,2,1,2,os,3041
32,1024,4096,128,128,128,knm,2,2,1,os,2730
32,1024,4096,128,128,128,knm,1,1,4,os,3809
32,1024,4096,128,128,128,knm,1,4,1,os,2730
32,1024,2048,32,32,512,knm,4,1,1,os,2755
32,1024,2048,32,32,512,knm,1,2,2,os,1893
32,1024,2048,32,32,512,knm,2,1,2,os,1893
32,1024,2048,32,32,512,knm,2,2,1,os,1829
32,1024,2048,32,32,512,knm,1,1,4,os,2021
32,1024,2048,32,32,512,knm,1,4,1,os,2755
32,1024,2048,32,32,256,knm,4,1,1,os,2104
32,1024,2048,32,32,256,knm,1,2,2,os,1379
32,1024,2048,32,32,256,knm,2,1,2,os,1379
32,1024,2048,32,32,256,knm,2,2,1,os,1315
32,1024,2048,32,32,256,knm,1,1,4,os,1534
32,1024,2048,32,32,256,knm,1,4,1,os,2104
32,1024,2048,32,32,128,knm,4,1,1,os,1790
32,1024,2048,32,32,128,knm,1,2,2,os,1160
32,1024,2048,32,32,128,knm,2,1,2,os,1160
32,1024,2048,32,32,128,knm,2,2,1,os,1059
32,1024,2048,32,32,128,knm,1,1,4,os,1480
32,1024,2048,32,32,128,knm,1,4,1,os,1790
32,1024,2048,32,32,64,knm,4,1,1,os,2006
32,1024,2048,32,32,64,knm,1,2,2,os,1386
32,1024,2048,32,32,64,knm,2,1,2,os,1386
32,1024,2048,32,32,64,knm,2,2,1,os,1066
32,1024,2048,32,32,64,knm,1,1,4,os,2026
32,1024,2048,32,32,64,knm,1,4,1,os,2006
32,1024,2048,64,64,256,knm,4,1,1,os,2756
32,1024,2048,64,64,256,knm,1,2,2,os,2018
32,1024,2048,64,64,256,knm,2,1,2,os,2018
32,1024,2048,64,64,256,knm,2,2,1,os,1890
32,1024,2048,64,64,256,knm,1,1,4,os,2274
32,1024,2048,64,64,256,knm,1,4,1,os,1890
32,1024,2048,64,64,128,knm,4,1,1,os,2288
32,1024,2048,64,64,128,knm,1,2,2,os,1532
32,1024,2048,64,64,128,knm,2,1,2,os,1532
32,1024,2048,64,64,128,knm,2,2,1,os,1378
32,1024,2048,64,64,128,knm,1,1,4,os,1916
32,1024,2048,64,64,128,knm,1,4,1,os,1378
32,1024,2048,64,64,64,knm,4,1,1,os,2100
32,1024,2048,64,64,64,knm,1,2,2,os,1480
32,1024,2048,64,64,64,knm,2,1,2,os,1480
32,1024,2048,64,64,64,knm,2,2,1,os,1160
32,1024,2048,64,64,64,knm,1,1,4,os,2120
32,1024,2048,64,64,64,knm,1,4,1,os,1160
32,1024,2048,128,128,128,knm,4,1,1,os,2764
32,1024,2048,128,128,128,knm,1,2,2,os,2274
32,1024,2048,128,128,128,knm,2,1,2,os,2274
32,1024,2048,128,128,128,knm,2,2,1,os,2018
32,1024,2048,128,128,128,knm,1,1,4,os,2786
32,1024,2048,128,128,128,knm,1,4,1,os,2018
32,1024,2048,128,128,64,knm,4,1,1,os,2660
32,1024,2048,128,128,64,knm,1,2,2,os,1916
32,1024,2048,128,128,64,knm,2,1,2,os,1916
32,1024,2048,128,128,64,knm,2,2,1,os,1532
32,1024,2048,128,128,64,knm,1,1,4,os,2684
32,1024,2048,128,128,64,knm,1,4,1,os,1532
32,1024,1024,32,32,512,knm,4,1,1,os,1455
32,1024,1024,32,32,512,knm,1,2,2,os,1024
32,1024,1024,32,32,512,knm,2,1,2,os,1024
32,1024,1024,32,32,512,knm,2,2,1,os,992
32,1024,1024,32,32,512,knm,1,1,4,os,1088
32,1024,1024,32,32,512,knm,1,4,1,os,1455
32,1024,1024,32,32,256,knm,4,1,1,os,1531
32,1024,1024,32,32,256,knm,1,2,2,os,1023
32,1024,1024,32,32,256,knm,2,1,2,os,1023
32,1024,1024,32,32,256,knm,2,2,1,os,959
32,1024,1024,32,32,256,knm,1,1,4,os,1151
32,1024,1024,32,32,256,knm,1,4,1,os,1531
32,1024,1024,32,32,128,knm,4,1,1,os,1156
32,1024,1024,32,32,128,knm,1,2,2,os,778
32,1024,1024,32,32,128,knm,2,1,2,os,778
32,1024,1024,32,32,128,knm,2,2,1,os,701
32,1024,1024,32,32,128,knm,1,1,4,os,970
32,1024,1024,32,32,128,knm,1,4,1,os,1156
32,1024,1024,32,32,64,knm,4,1,1,os,1061
32,1024,1024,32,32,64,knm,1,2,2,os,751
32,1024,1024,32,32,64,knm,2,1,2,os,751
32,1024,1024,32,32,64,knm,2,2,1,os,591
32,1024,1024,32,32,64,knm,1,1,4,os,1071
32,1024,1024,32,32,64,knm,1,4,1,os,1061
32,1024,1024,32,32,32,knm,4,1,1,os,1321
32,1024,1024,32,32,32,knm,1,2,2,os,1021
32,1024,1024,32,32,32,knm,2,1,2,os,1021
32,1024,1024,32,32,32,knm,2,2,1,os,701
32,1024,1024,32,32,32,knm,1,1,4,os,1661
32,1024,1024,32,32,32,knm,1,4,1,os,1321
32,1024,1024,64,64,256,knm,4,1,1,os,1457
32,1024,1024,64,64,256,knm,1,2,2,os,1088
32,1024,1024,64,64,256,knm,2,1,2,os,1088
32,1024,1024,64,64,256,knm,2,2,1,os,1024
32,1024,1024,64,64,256,knm,1,1,4,os,1216
32,1024,1024,64,64,256,knm,1,4,1,os,1024
32,1024,1024,64,64,128,knm,4,1,1,os,1653
32,1024,1024,64,64,128,knm,1,2,2,os,1149
32,1024,1024,64,64,128,knm,2,1,2,os,1149
32,1024,1024,64,64,128,knm,2,2,1,os,1021
32,1024,1024,64,64,128,knm,1,1,4,os,1405
32,1024,1024,64,64,128,knm,1,4,1,os,1021
32,1024,1024,64,64,64,knm,4,1,1,os,1342
32,1024,1024,64,64,64,knm,1,2,2,os,970
32,1024,1024,64,64,64,knm,2,1,2,os,970
32,1024,1024,64,64,64,knm,2,2,1,os,778
32,1024,1024,64,64,64,knm,1,1,4,os,1354
32,1024,1024,64,64,64,knm,1,4,1,os,778
32,1024,1024,64,64,32,knm,4,1,1,os,1370
32,1024,1024,64,64,32,knm,1,2,2,os,1070
32,1024,1024,64,64,32,knm,2,1,2,os,1070
32,1024,1024,64,64,32,knm,2,2,1,os,750
32,1024,1024,64,64,32,knm,1,1,4,os,1710
32,1024,1024,64,64,32,knm,1,4,1,os,750
32,1024,1024,128,128,128,knm,4,1,1,os,1461
32,1024,1024,128,128,128,knm,1,2,2,os,1216
32,1024,1024,128,128,128,knm,2,1,2,os,1216
32,1024,1024,128,128,128,knm,2,2,1,os,1088
32,1024,1024,128,128,128,knm,1,1,4,os,1472
32,1024,1024,128,128,128,knm,1,4,1,os,1088
32,1024,1024,128,128,64,knm,4,1,1,os,1901
32,1024,1024,128,128,64,knm,1,2,2,os,1405
32,1024,1024,128,128,64,knm,2,1,2,os,1405
32,1024,1024,128,128,64,knm,2,2,1,os,1149
32,1024,1024,128,128,64,knm,1,1,4,os,1917
32,1024,1024,128,128,64,knm,1,4,1,os,1149
32,1024,1024,128,128,32,knm,4,1,1,os,1714
32,1024,1024,128,128,32,knm,1,2,2,os,1354
32,1024,1024,128,128,32,knm,2,1,2,os,1354
32,1024,1024,128,128,32,knm,2,2,1,os,970
32,1024,1024,128,128,32,knm,1,1,4,os,2122
32,1024,1024,128,128,32,knm,1,4,1,os,970
32,2048,4096,32,32,512,knm,4,1,1,os,5778
32,2048,4096,32,32,512,knm,1,2,2,os,4004
32,2048,4096,32,32,512,knm,2,1,2,os,4004
32,2048,4096,32,32,512,knm,2,2,1,os,3940
32,2048,4096,32,32,512,knm,1,1,4,os,4132
32,2048,4096,32,32,512,knm,1,4,1,os,5778
32,2048,4096,32,32,256,knm,4,1,1,os,6126
32,2048,4096,32,32,256,knm,1,2,2,os,3844
32,2048,4096,32,32,256,knm,2,1,2,os,3844
32,2048,4096,32,32,256,knm,2,2,1,os,3780
32,2048,4096,32,32,256,knm,1,1,4,os,4226
32,2048,4096,32,32,256,knm,1,4,1,os,6126
32,2048,4096,32,32,128,knm,4,1,1,os,6243
32,2048,4096,32,32,128,knm,1,2,2,os,3849
32,2048,4096,32,32,128,knm,2,1,2,os,3849
32,2048,4096,32,32,128,knm,2,2,1,os,3534
32,2048,4096,32,32,128,knm,1,1,4,os,5065
32,2048,4096,32,32,128,knm,1,4,1,os,6243
32,2048,4096,64,64,256,knm,4,1,1,os,5796
32,2048,4096,64,64,256,knm,1,2,2,os,4140
32,2048,4096,64,64,256,knm,2,1,2,os,4140
32,2048,4096,64,64,256,knm,2,2,1,os,4012
32,2048,4096,64,64,256,knm,1,1,4,os,4591
32,2048,4096,64,64,256,knm,1,4,1,os,4012
32,2048,4096,64,64,128,knm,4,1,1,os,6754
32,2048,4096,64,64,128,knm,1,2,2,os,4234
32,2048,4096,64,64,128,knm,2,1,2,os,4234
32,2048,4096,64,64,128,knm,2,2,1,os,3853
32,2048,4096,64,64,128,knm,1,1,4,os,5514
32,2048,4096,64,64,128,knm,1,4,1,os,3853
32,2048,4096,128,128,128,knm,4,1,1,os,5814
32,2048,4096,128,128,128,knm,1,2,2,os,4589
32,2048,4096,128,128,128,knm,2,1,2,os,4589
32,2048,4096,128,128,128,knm,2,2,1,os,4139
32,2048,4096,128,128,128,knm,1,1,4,os,5869
32,2048,4096,128,128,128,knm,1,4,1,os,4139
32,2048,2048,32,32,512,knm,4,1,1,os,3766
32,2048,2048,32,32,512,knm,1,2,2,os,2602
32,2048,2048,32,32,512,knm,2,1,2,os,2602
32,2048,2048,32,32,512,knm,2,2,1,os,2538
32,2048,2048,32,32,512,knm,1,1,4,os,2730
32,2048,2048,32,32,512,knm,1,4,1,os,3766
32,2048,2048,32,32,256,knm,4,1,1,os,3261
32,2048,2048,32,32,256,knm,1,2,2,os,2087
32,2048,2048,32,32,256,knm,2,1,2,os,2087
32,2048,2048,32,32,256,knm,2,2,1,os,2023
32,2048,2048,32,32,256,knm,1,1,4,os,2311
32,2048,2048,32,32,256,knm,1,4,1,os,3261
32,2048,2048,32,32,128,knm,4,1,1,os,3390
32,2048,2048,32,32,128,knm,1,2,2,os,2130
32,2048,2048,32,32,128,knm,2,1,2,os,2130
32,2048,2048,32,32,128,knm,2,2,1,os,1944
32,2048,2048,32,32,128,knm,1,1,4,os,2770
32,2048,2048,32,32,128,knm,1,4,1,os,3390
32,2048,2048,32,32,64,knm,4,1,1,os,3723
32,2048,2048,32,32,64,knm,1,2,2,os,2545
32,2048,2048,32,32,64,knm,2,1,2,os,2545
32,2048,2048,32,32,64,knm,2,2,1,os,1937
32,2048,2048,32,32,64,knm,1,1,4,os,3761
32,2048,2048,32,32,64,knm,1,4,1,os,3723
32,2048,2048,64,64,256,knm,4,1,1,os,3780
32,2048,2048,64,64,256,knm,1,2,2,os,2735
32,2048,2048,64,64,256,knm,2,1,2,os,2735
32,2048,2048,64,64,256,knm,2,2,1,os,2607
32,2048,2048,64,64,256,knm,1,1,4,os,3057
32,2048,2048,64,64,256,knm,1,4,1,os,2607
32,2048,2048,64,64,128,knm,4,1,1,os,3579
32,2048,2048,64,64,128,knm,1,2,2,os,2319
32,2048,2048,64,64,128,knm,2,1,2,os,2319
32,2048,2048,64,64,128,knm,2,2,1,os,2096
32,2048,2048,64,64,128,knm,1,1,4,os,2959
32,2048,2048,64,64,128,knm,1,4,1,os,2096
32,2048,2048,64,64,64,knm,4,1,1,os,4018
32,2048,2048,64,64,64,knm,1,2,2,os,2778
32,2048,2048,64,64,64,knm,2,1,2,os,2778
32,2048,2048,64,64,64,knm,2,2,1,os,2138
32,2048,2048,64,64,64,knm,1,1,4,os,4058
32,2048,2048,64,64,64,knm,1,4,1,os,2138
32,2048,2048,128,128,128,knm,4,1,1,os,3790
32,2048,2048,128,128,128,knm,1,2,2,os,3055
32,2048,2048,128,128,128,knm,2,1,2,os,3055
32,2048,2048,128,128,128,knm,2,2,1,os,2735
32,2048,2048,128,128,128,knm,1,1,4,os,3823
32,2048,2048,128,128,128,knm,1,4,1,os,2735
32,2048,2048,128,128,64,knm,4,1,1,os,4198
32,2048,2048,128,128,64,knm,1,2,2,os,2958
32,2048,2048,128,128,64,knm,2,1,2,os,2958
32,2048,2048,128,128,64,knm,2,2,1,os,2318
32,2048,2048,128,128,64,knm,1,1,4,os,4238
32,2048,2048,128,128,64,knm,1,4,1,os,2318
32,2048,1024,32,32,512,knm,4,1,1,os,2760
32,2048,1024,32,32,512,knm,1,2,2,os,1898
32,2048,1024,32,32,512,knm,2,1,2,os,1898
32,2048,1024,32,32,512,knm,2,2,1,os,1834
32,2048,1024,32,32,512,knm,1,1,4,os,2026
32,2048,1024,32,32,512,knm,1,4,1,os,2760
32,2048,1024,32,32,256,knm,4,1,1,os,2115
32,2048,1024,32,32,256,knm,1,2,2,os,1386
32,2048,1024,32,32,256,knm,2,1,2,os,1386
32,2048,1024,32,32,256,knm,2,2,1,os,1322
32,2048,1024,32,32,256,knm,1,1,4,os,1545
32,2048,1024,32,32,256,knm,1,4,1,os,2115
32,2048,1024,32,32,128,knm,4,1,1,os,1805
32,2048,1024,32,32,128,knm,1,2,2,os,1175
32,2048,1024,32,32,128,knm,2,1,2,os,1175
32,2048,1024,32,32,128,knm,2,2,1,os,1065
32,2048,1024,32,32,128,knm,1,1,4,os,1495
32,2048,1024,32,32,128,knm,1,4,1,os,1805
