M, N, latency
1024, 3328, 8.54422695035461e-06
1024, 1664, 4.272113475177305e-06
1024, 832, 2.1360567375886526e-06
1024, 416, 1.0680283687943263e-06
1025, 53248, 0.00013687194326241135
1025, 26624, 6.843597163120567e-05
1025, 13312, 3.421798581560284e-05
1025, 6656, 1.7129531914893616e-05
1025, 3328, 8.585304964539007e-06
1025, 1664, 4.313191489361702e-06
1025, 832, 2.1771347517730495e-06
1025, 416, 1.1091063829787235e-06
1026, 53248, 0.00013699517730496455
1026, 26624, 6.851812765957446e-05
1026, 13312, 3.425906382978723e-05
1026, 6656, 1.7129531914893616e-05
1026, 3328, 8.585304964539007e-06
1026, 1664, 4.313191489361702e-06
1026, 832, 2.1771347517730495e-06
1026, 416, 1.1091063829787235e-06
1028, 53248, 0.00013724164539007092
1028, 26624, 6.864136170212766e-05
1028, 13312, 3.434121985815603e-05
1028, 6656, 1.7170609929078015e-05
1028, 3328, 8.585304964539007e-06
1028, 1664, 4.313191489361702e-06
1028, 832, 2.1771347517730495e-06
1028, 416, 1.1091063829787235e-06
1032, 53248, 0.0001377756595744681
1032, 26624, 6.888782978723405e-05
1032, 13312, 3.446445390070922e-05
1032, 6656, 1.725276595744681e-05
1032, 3328, 8.626382978723404e-06
1032, 1664, 4.313191489361702e-06
1032, 832, 2.1771347517730495e-06
1032, 416, 1.1091063829787235e-06
1040, 53248, 0.0001388436879432624
1040, 26624, 6.94218439716312e-05
1040, 13312, 3.47109219858156e-05
1040, 6656, 1.7376e-05
1040, 3328, 8.708539007092198e-06
1040, 1664, 4.354269503546099e-06
1040, 832, 2.1771347517730495e-06
1040, 416, 1.1091063829787235e-06
1056, 53248, 0.00014097974468085106
1056, 26624, 7.048987234042553e-05
1056, 13312, 3.5244936170212765e-05
1056, 6656, 1.7622468085106383e-05
1056, 3328, 8.83177304964539e-06
1056, 1664, 4.436425531914894e-06
1056, 832, 2.218212765957447e-06
1056, 416, 1.1091063829787235e-06
1088, 53248, 0.00014525185815602838
1088, 26624, 7.262592907801419e-05
1088, 13312, 3.6312964539007096e-05
1088, 6656, 1.8156482269503548e-05
1088, 3328, 9.078241134751774e-06
1088, 1664, 4.559659574468085e-06
1088, 832, 2.300368794326241e-06
1088, 416, 1.1501843971631204e-06
1152, 53248, 0.00015379608510638298
1152, 26624, 7.689804255319149e-05
1152, 13312, 3.8449021276595744e-05
1152, 6656, 1.9224510638297872e-05
1152, 3328, 9.612255319148936e-06
1152, 1664, 4.806127659574468e-06
1152, 832, 2.4236028368794325e-06
1152, 416, 1.2323404255319147e-06
1280, 53248, 0.00017088453900709221
1280, 26624, 8.544226950354611e-05
1280, 13312, 4.2721134751773053e-05
1280, 6656, 2.1360567375886527e-05
1280, 3328, 1.0680283687943263e-05
1280, 1664, 5.340141843971632e-06
1280, 832, 2.670070921985816e-06
1280, 416, 1.3555744680851064e-06
1536, 53248, 0.00020506144680851063
1536, 26624, 0.00010253072340425532
1536, 13312, 5.126536170212766e-05
1536, 6656, 2.563268085106383e-05
1536, 3328, 1.2816340425531915e-05
1536, 1664, 6.408170212765957e-06
1536, 832, 3.2040851063829787e-06
1536, 416, 1.6020425531914893e-06
2049, 53248, 0.0002735795744680851
2049, 26624, 0.00013678978723404256
2049, 13312, 6.839489361702128e-05
2049, 6656, 3.421798581560284e-05
2049, 3328, 1.7129531914893616e-05
2049, 1664, 8.585304964539007e-06
2049, 832, 4.313191489361702e-06
2049, 416, 2.1771347517730495e-06
2050, 53248, 0.0002737028085106383
2050, 26624, 0.00013687194326241135
2050, 13312, 6.843597163120567e-05
2050, 6656, 3.421798581560284e-05
2050, 3328, 1.7129531914893616e-05
2050, 1664, 8.585304964539007e-06
2050, 832, 4.313191489361702e-06
2050, 416, 2.1771347517730495e-06
2052, 53248, 0.0002739492765957447
2052, 26624, 0.00013699517730496455
2052, 13312, 6.851812765957446e-05
2052, 6656, 3.425906382978723e-05
2052, 3328, 1.7129531914893616e-05
