M, N, latency
160, 53248, 8.257909181636726e-06
320, 53248, 1.649946606786427e-05
20, 26624, 5.232734530938124e-07
40, 26624, 1.0465469061876247e-06
80, 26624, 2.076741516966068e-06
160, 26624, 4.137130738522954e-06
320, 26624, 8.257909181636726e-06
40, 13312, 5.232734530938124e-07
80, 13312, 1.0465469061876247e-06
160, 13312, 2.076741516966068e-06
320, 13312, 4.137130738522954e-06
80, 6656, 5.232734530938124e-07
160, 6656, 1.0465469061876247e-06
320, 6656, 2.076741516966068e-06
160, 3328, 5.232734530938124e-07
320, 3328, 1.0465469061876247e-06
320, 1664, 5.232734530938124e-07
10, 26624, 2.616367265469062e-07
10, 13312, 1.308183632734531e-07
20, 13312, 2.616367265469062e-07
20, 6656, 1.308183632734531e-07
40, 6656, 2.616367265469062e-07
40, 3328, 1.308183632734531e-07
80, 3328, 2.616367265469062e-07
80, 1664, 1.308183632734531e-07
160, 1664, 2.616367265469062e-07
160, 832, 1.308183632734531e-07
320, 832, 2.616367265469062e-07
320, 416, 1.308183632734531e-07
12, 53248, 6.213872255489022e-07
24, 53248, 1.2427744510978043e-06
48, 53248, 2.4855489021956086e-06
96, 53248, 4.954745508982036e-06
192, 53248, 9.909491017964072e-06
384, 53248, 1.9802629740518963e-05
24, 26624, 6.213872255489022e-07
48, 26624, 1.2427744510978043e-06
96, 26624, 2.4855489021956086e-06
192, 26624, 4.954745508982036e-06
384, 26624, 9.909491017964072e-06
48, 13312, 6.213872255489022e-07
96, 13312, 1.2427744510978043e-06
192, 13312, 2.4855489021956086e-06
384, 13312, 4.954745508982036e-06
96, 6656, 6.213872255489022e-07
192, 6656, 1.2427744510978043e-06
384, 6656, 2.4855489021956086e-06
192, 3328, 6.213872255489022e-07
384, 3328, 1.2427744510978043e-06
384, 1664, 6.213872255489022e-07
6, 53248, 3.106936127744511e-07
6, 26624, 1.6352295409181635e-07
12, 26624, 3.106936127744511e-07
12, 13312, 1.6352295409181635e-07
24, 13312, 3.106936127744511e-07
24, 6656, 1.6352295409181635e-07
48, 6656, 3.106936127744511e-07
48, 3328, 1.6352295409181635e-07
96, 3328, 3.106936127744511e-07
96, 1664, 1.6352295409181635e-07
192, 1664, 3.106936127744511e-07
192, 832, 1.6352295409181635e-07
384, 832, 3.106936127744511e-07
384, 416, 1.6352295409181635e-07
16, 53248, 8.339670658682634e-07
32, 53248, 1.6515818363273454e-06
64, 53248, 3.3031636726546907e-06
128, 53248, 6.6063273453093815e-06
256, 53248, 1.3196302395209581e-05
512, 53248, 2.6392604790419162e-05
32, 26624, 8.339670658682634e-07
64, 26624, 1.6515818363273454e-06
128, 26624, 3.3031636726546907e-06
256, 26624, 6.6063273453093815e-06
512, 26624, 1.3196302395209581e-05
64, 13312, 8.339670658682634e-07
128, 13312, 1.6515818363273454e-06
256, 13312, 3.3031636726546907e-06
512, 13312, 6.6063273453093815e-06
128, 6656, 8.339670658682634e-07
256, 6656, 1.6515818363273454e-06
512, 6656, 3.3031636726546907e-06
256, 3328, 8.339670658682634e-07
512, 3328, 1.6515818363273454e-06
512, 1664, 8.339670658682634e-07
4, 53248, 2.1257984031936127e-07
8, 53248, 4.2515968063872254e-07
8, 26624, 2.1257984031936127e-07
16, 26624, 4.2515968063872254e-07
16, 13312, 2.1257984031936127e-07
32, 13312, 4.2515968063872254e-07
32, 6656, 2.1257984031936127e-07
64, 6656, 4.2515968063872254e-07
64, 3328, 2.1257984031936127e-07
128, 3328, 4.2515968063872254e-07
128, 1664, 2.1257984031936127e-07
256, 1664, 4.2515968063872254e-07
256, 832, 2.1257984031936127e-07
512, 832, 4.2515968063872254e-07
512, 416, 2.1257984031936127e-07
768, 53248, 3.958890718562874e-05
768, 26624, 1.9802629740518963e-05
768, 13312, 9.909491017964072e-06
768, 6656, 4.954745508982036e-06
768, 3328, 2.4855489021956086e-06
768, 1664, 1.2427744510978043e-06
768, 832, 6.213872255489022e-07
768, 416, 3.106936127744511e-07
513, 53248, 2.6441661676646708e-05
513, 26624, 1.3229006986027945e-05
513, 13312, 6.6226796407185634e-06
513, 6656, 3.319515968063872e-06
513, 3328, 1.667934131736527e-06
513, 1664, 8.339670658682634e-07
513, 832, 4.2515968063872254e-07
513, 416, 2.1257984031936127e-07
514, 53248, 2.6490718562874254e-05
514, 26624, 1.3245359281437127e-05
514, 13312, 6.6226796407185634e-06
514, 6656, 3.319515968063872e-06
514, 3328, 1.667934131736527e-06
514, 1664, 8.339670658682634e-07
514, 832, 4.2515968063872254e-07
514, 416, 2.1257984031936127e-07
516, 53248, 2.6605184630738524e-05
516, 26624, 1.3310768463073851e-05
516, 13312, 6.655384231536926e-06
516, 6656, 3.335868263473054e-06
516, 3328, 1.667934131736527e-06
516, 1664, 8.339670658682634e-07
516, 832, 4.2515968063872254e-07
516, 416, 2.1257984031936127e-07
520, 53248, 2.68014121756487e-05
520, 26624, 1.3408882235528943e-05
520, 13312, 6.7044411177644715e-06
520, 6656, 3.3522205588822357e-06
520, 3328, 1.6842864271457084e-06
520, 1664, 8.503193612774451e-07
520, 832, 4.2515968063872254e-07
520, 416, 2.1257984031936127e-07
528, 53248, 2.7210219560878242e-05
528, 26624, 1.3605109780439121e-05
528, 13312, 6.802554890219561e-06
528, 6656, 3.4012774451097803e-06
528, 3328, 1.7006387225548902e-06
