
64, 1, 32, 2.3790147569444446e-09, 2.3790147569444446e-09, 3.198917280420563e-07, 5.36656e-05, 1.1895073784722223e-09, 1.1895073784722223e-09
64, 1, 64, 4.618598090277778e-09, 4.618598090277778e-09, 3.2072599849761224e-07, 5.36656e-05, 2.309299045138889e-09, 2.309299045138889e-09
64, 1, 128, 9.097764756944444e-09, 9.097764756944444e-09, 3.2343792338704527e-07, 5.36656e-05, 4.548882378472222e-09, 4.548882378472222e-09
64, 1, 256, 1.805609809027778e-08, 1.805609809027778e-08, 3.266797921981894e-07, 5.36656e-05, 9.02804904513889e-09, 9.02804904513889e-09
64, 1, 512, 3.597276475694445e-08, 3.597276475694445e-08, 3.3535065273711224e-07, 5.36656e-05, 1.7986382378472223e-08, 1.7986382378472223e-08
64, 1, 1024, 7.180609809027778e-08, 7.180609809027778e-08, 3.537457754944657e-07, 5.36656e-05, 3.590304904513889e-08, 3.590304904513889e-08
64, 1, 2048, 1.4347276475694445e-07, 1.4347276475694445e-07, 3.881088674922882e-07, 5.36656e-05, 7.173638237847222e-08, 7.173638237847222e-08
64, 1, 4096, 2.8680609809027777e-07, 2.8680609809027777e-07, 4.568350514879333e-07, 5.36656e-05, 1.4340304904513888e-07, 1.4340304904513888e-07
64, 1, 8192, 5.734727647569444e-07, 5.734727647569444e-07, 5.942874194792234e-07, 5.36656e-05, 2.867363823784722e-07, 2.867363823784722e-07
64, 1, 16384, 1.1468060980902777e-06, 1.1468060980902777e-06, 8.691921554618037e-07, 5.36656e-05, 5.734030490451388e-07, 5.734030490451388e-07
64, 1, 32768, 2.2934727647569442e-06, 2.2934727647569442e-06, 1.4190016274269643e-06, 5.36656e-05, 1.1467363823784721e-06, 1.1467363823784721e-06
64, 1, 65536, 4.586806098090277e-06, 4.586806098090277e-06, 2.519709302984939e-06, 5.36656e-05, 2.2934030490451387e-06, 2.2934030490451387e-06
