device_count, batch, seq_len, q_mul_k_latency, a_mul_v_latency, other_latency, allreduce_latency, a_mul_k_roofline, k_mul_v_roofline
32, 1, 64, 1.8474392361111112e-09, 1.8474392361111112e-09, 2.864382104373691e-07, 5.36656e-05, 1.810228973870441e-09, 1.810228973870441e-09
32, 1, 128, 3.6391059027777778e-09, 3.6391059027777778e-09, 2.89150135326802e-07, 5.36656e-05, 3.5658087234621667e-09, 3.5658087234621667e-09
32, 1, 256, 7.222439236111111e-09, 7.222439236111111e-09, 2.9239200413794625e-07, 5.36656e-05, 7.076968222645618e-09, 7.076968222645618e-09
32, 1, 512, 1.4389105902777778e-08, 1.4389105902777778e-08, 3.0106286467686904e-07, 5.36656e-05, 1.409928722101252e-08, 1.409928722101252e-08
32, 1, 1024, 2.872243923611111e-08, 2.872243923611111e-08, 3.1836925580656866e-07, 5.36656e-05, 2.8143925217746326e-08, 2.8143925217746326e-08
32, 1, 2048, 5.7389105902777776e-08, 5.7389105902777776e-08, 3.5164361617673743e-07, 5.36656e-05, 5.623320121121394e-08, 5.623320121121394e-08
32, 1, 4096, 1.1472243923611111e-07, 1.1472243923611111e-07, 4.192810685447287e-07, 5.36656e-05, 1.1241175319814916e-07, 1.1241175319814916e-07
32, 1, 8192, 2.2938910590277777e-07, 2.2938910590277777e-07, 5.545559732807113e-07, 5.36656e-05, 2.247688571720196e-07, 2.247688571720196e-07
32, 1, 16384, 4.587224392361111e-07, 4.587224392361111e-07, 8.240170511250227e-07, 5.36656e-05, 4.494830651197605e-07, 4.494830651197605e-07
32, 1, 32768, 9.173891059027777e-07, 9.173891059027777e-07, 1.3640279384412994e-06, 5.36656e-05, 8.989114810152423e-07, 8.989114810152423e-07
32, 1, 65536, 1.834722439236111e-06, 1.834722439236111e-06, 2.4429609814461987e-06, 5.36656e-05, 1.7977683128062057e-06, 1.7977683128062057e-06
64, 1, 32, 4.758029513888889e-10, 4.758029513888889e-10, 2.856039399818131e-07, 5.36656e-05, 4.662195495372891e-10, 4.662195495372891e-10
64, 1, 64, 9.237196180555556e-10, 9.237196180555556e-10, 2.864382104373691e-07, 5.36656e-05, 9.051144869352205e-10, 9.051144869352205e-10
64, 1, 128, 1.8195529513888889e-09, 1.8195529513888889e-09, 2.89150135326802e-07, 5.36656e-05, 1.7829043617310834e-09, 1.7829043617310834e-09
64, 1, 256, 3.6112196180555555e-09, 3.6112196180555555e-09, 2.9239200413794625e-07, 5.36656e-05, 3.538484111322809e-09, 3.538484111322809e-09
64, 1, 512, 7.194552951388889e-09, 7.194552951388889e-09, 3.0106286467686904e-07, 5.36656e-05, 7.04964361050626e-09, 7.04964361050626e-09
64, 1, 1024, 1.4361219618055555e-08, 1.4361219618055555e-08, 3.1836925580656866e-07, 5.36656e-05, 1.4071962608873163e-08, 1.4071962608873163e-08
64, 1, 2048, 2.8694552951388888e-08, 2.8694552951388888e-08, 3.5164361617673743e-07, 5.36656e-05, 2.811660060560697e-08, 2.811660060560697e-08
64, 1, 4096, 5.7361219618055557e-08, 5.7361219618055557e-08, 4.1819233691707497e-07, 5.36656e-05, 5.620587659907458e-08, 5.620587659907458e-08
64, 1, 8192, 1.1469455295138889e-07, 1.1469455295138889e-07, 5.523785100254037e-07, 5.36656e-05, 1.123844285860098e-07, 1.123844285860098e-07
64, 1, 16384, 2.2936121961805555e-07, 2.2936121961805555e-07, 8.207508562420613e-07, 5.36656e-05, 2.2474153255988024e-07, 2.2474153255988024e-07
64, 1, 32768, 4.5869455295138887e-07, 4.5869455295138887e-07, 1.3564068170477226e-06, 5.36656e-05, 4.4945574050762114e-07, 4.4945574050762114e-07
64, 1, 65536, 9.173612196180555e-07, 9.173612196180555e-07, 2.428807470286699e-06, 5.36656e-05, 8.988841564031029e-07, 8.988841564031029e-07
